"FileName","CsharpFunction","PowerShellFunction"
"ManagedRuleSet.cs","public ManagedRuleSet(string ruleSetType, string ruleSetVersion, string ruleSetAction = default(string), IList<ManagedRuleExclusion> exclusions = default(IList<ManagedRuleExclusion>), IList<ManagedRuleGroupOverride> ruleGroupOverrides = default(IList<ManagedRuleGroupOverride>))","public ManagedRuleSet(string ruleSetType, string ruleSetVersion, string ruleSetAction = default(string), System.Collections.Generic.IList<ManagedRuleExclusion> exclusions = default(System.Collections.Generic.IList<ManagedRuleExclusion>), System.Collections.Generic.IList<ManagedRuleGroupOverride> ruleGroupOverrides = default(System.Collections.Generic.IList<ManagedRuleGroupOverride>))"
"ManagedRuleSetDefinition.cs","public ManagedRuleSetDefinition(string id = default(string), string name = default(string), string type = default(string), string location = default(string), IDictionary<string, string> tags = default(IDictionary<string, string>), string provisioningState = default(string), string ruleSetId = default(string), string ruleSetType = default(string), string ruleSetVersion = default(string), IList<ManagedRuleGroupDefinition> ruleGroups = default(IList<ManagedRuleGroupDefinition>))","public ManagedRuleSetDefinition(string id = default(string), string name = default(string), string type = default(string), string location = default(string), System.Collections.Generic.IDictionary<string, string> tags = default(System.Collections.Generic.IDictionary<string, string>), string provisioningState = default(string), string ruleSetId = default(string), string ruleSetType = default(string), string ruleSetVersion = default(string), System.Collections.Generic.IList<ManagedRuleGroupDefinition> ruleGroups = default(System.Collections.Generic.IList<ManagedRuleGroupDefinition>))"
"ManagedRuleSetList.cs","public ManagedRuleSetList(IList<ManagedRuleSet> managedRuleSets = default(IList<ManagedRuleSet>))","public ManagedRuleSetList()"
"MatchCondition.cs","public MatchCondition(string matchVariable, string operatorProperty, IList<string> matchValue, string selector = default(string), bool? negateCondition = default(bool?), IList<string> transforms = default(IList<string>))","public MatchCondition(string matchVariable, string operatorProperty, System.Collections.Generic.IList<string> matchValue, string selector = default(string), bool? negateCondition = default(bool?), System.Collections.Generic.IList<string> transforms = default(System.Collections.Generic.IList<string>))"
"Page.cs","public IEnumerator<T> GetEnumerator()",""
"PolicySettingsLogScrubbing.cs","public PolicySettingsLogScrubbing(string state = default(string), IList<WebApplicationFirewallScrubbingRules> scrubbingRules = default(IList<WebApplicationFirewallScrubbingRules>))","public PolicySettingsLogScrubbing(string state = default(string), System.Collections.Generic.IList<WebApplicationFirewallScrubbingRules> scrubbingRules = default(System.Collections.Generic.IList<WebApplicationFirewallScrubbingRules>))"
"PreconfiguredEndpoint.cs","public PreconfiguredEndpoint(string id = default(string), string name = default(string), string type = default(string), string location = default(string), IDictionary<string, string> tags = default(IDictionary<string, string>), string description = default(string), string endpoint = default(string), string endpointType = default(string), string backend = default(string))","public PreconfiguredEndpoint(string id = default(string), string name = default(string), string type = default(string), string location = default(string), System.Collections.Generic.IDictionary<string, string> tags = default(System.Collections.Generic.IDictionary<string, string>), string endpointType = default(string), string description = default(string), string endpoint = default(string), string backend = default(string))"
"Profile.cs","public Profile(string id = default(string), string name = default(string), string type = default(string), string location = default(string), IDictionary<string, string> tags = default(IDictionary<string, string>), string resourceState = default(string), string enabledState = default(string), string etag = default(string))","public Profile(string id = default(string), string name = default(string), string type = default(string), string location = default(string), System.Collections.Generic.IDictionary<string, string> tags = default(System.Collections.Generic.IDictionary<string, string>), string etag = default(string), string resourceState = default(string), string enabledState = default(string))"
"ProfileUpdateModel.cs","public ProfileUpdateModel(string enabledState = default(string), IDictionary<string, string> tags = default(IDictionary<string, string>))","public ProfileUpdateModel(System.Collections.Generic.IDictionary<string, string> tags = default(System.Collections.Generic.IDictionary<string, string>), string enabledState = default(string))"
"PurgeParameters.cs","public PurgeParameters(IList<string> contentPaths)","public PurgeParameters()"
"Resource.cs","public Resource(string id = default(string), string name = default(string), string type = default(string), string location = default(string), IDictionary<string, string> tags = default(IDictionary<string, string>))","public Resource(string id = default(string), string name = default(string), string type = default(string), string location = default(string), System.Collections.Generic.IDictionary<string, string> tags = default(System.Collections.Generic.IDictionary<string, string>))"
"RoutingRule.cs","public RoutingRule(string id = default(string), IList<SubResource> frontendEndpoints = default(IList<SubResource>), IList<string> acceptedProtocols = default(IList<string>), IList<string> patternsToMatch = default(IList<string>), string enabledState = default(string), RouteConfiguration routeConfiguration = default(RouteConfiguration), SubResource rulesEngine = default(SubResource), RoutingRuleUpdateParametersWebApplicationFirewallPolicyLink webApplicationFirewallPolicyLink = default(RoutingRuleUpdateParametersWebApplicationFirewallPolicyLink), string resourceState = default(string), string name = default(string), string type = default(string))","public RoutingRule(string id = default(string), string name = default(string), string type = default(string), RouteConfiguration routeConfiguration = default(RouteConfiguration), System.Collections.Generic.IList<SubResource> frontendEndpoints = default(System.Collections.Generic.IList<SubResource>), System.Collections.Generic.IList<string> acceptedProtocols = default(System.Collections.Generic.IList<string>), System.Collections.Generic.IList<string> patternsToMatch = default(System.Collections.Generic.IList<string>), string enabledState = default(string), SubResource rulesEngine = default(SubResource), RoutingRuleUpdateParametersWebApplicationFirewallPolicyLink webApplicationFirewallPolicyLink = default(RoutingRuleUpdateParametersWebApplicationFirewallPolicyLink), string resourceState = default(string))"
"RoutingRuleListResult.cs","public RoutingRuleListResult(IList<RoutingRule> value = default(IList<RoutingRule>), string nextLink = default(string))","public RoutingRuleListResult(System.Collections.Generic.IList<RoutingRule> value = default(System.Collections.Generic.IList<RoutingRule>), string nextLink = default(string))"
"RoutingRuleUpdateParameters.cs","public RoutingRuleUpdateParameters(IList<SubResource> frontendEndpoints = default(IList<SubResource>), IList<string> acceptedProtocols = default(IList<string>), IList<string> patternsToMatch = default(IList<string>), string enabledState = default(string), RouteConfiguration routeConfiguration = default(RouteConfiguration), SubResource rulesEngine = default(SubResource), RoutingRuleUpdateParametersWebApplicationFirewallPolicyLink webApplicationFirewallPolicyLink = default(RoutingRuleUpdateParametersWebApplicationFirewallPolicyLink))","public RoutingRuleUpdateParameters(System.Collections.Generic.IList<SubResource> frontendEndpoints = default(System.Collections.Generic.IList<SubResource>), System.Collections.Generic.IList<string> acceptedProtocols = default(System.Collections.Generic.IList<string>), System.Collections.Generic.IList<string> patternsToMatch = default(System.Collections.Generic.IList<string>), string enabledState = default(string), RouteConfiguration routeConfiguration = default(RouteConfiguration), SubResource rulesEngine = default(SubResource), RoutingRuleUpdateParametersWebApplicationFirewallPolicyLink webApplicationFirewallPolicyLink = default(RoutingRuleUpdateParametersWebApplicationFirewallPolicyLink))"
"RulesEngine.cs","public RulesEngine(IList<RulesEngineRule> rules = default(IList<RulesEngineRule>), string resourceState = default(string), string name = default(string), string type = default(string), string id = default(string))","public RulesEngine(string name = default(string), string type = default(string), string id = default(string), System.Collections.Generic.IList<RulesEngineRule> rules = default(System.Collections.Generic.IList<RulesEngineRule>), string resourceState = default(string))"
"RulesEngineAction.cs","public RulesEngineAction(IList<HeaderAction> requestHeaderActions = default(IList<HeaderAction>), IList<HeaderAction> responseHeaderActions = default(IList<HeaderAction>), RouteConfiguration routeConfigurationOverride = default(RouteConfiguration))","public RulesEngineAction(System.Collections.Generic.IList<HeaderAction> requestHeaderActions = default(System.Collections.Generic.IList<HeaderAction>), System.Collections.Generic.IList<HeaderAction> responseHeaderActions = default(System.Collections.Generic.IList<HeaderAction>), RouteConfiguration routeConfigurationOverride = default(RouteConfiguration))"
"RulesEngineMatchCondition.cs","public RulesEngineMatchCondition(string rulesEngineMatchVariable, string rulesEngineOperator, IList<string> rulesEngineMatchValue, string selector = default(string), bool? negateCondition = default(bool?), IList<string> transforms = default(IList<string>))","public RulesEngineMatchCondition(string rulesEngineMatchVariable, string rulesEngineOperator, System.Collections.Generic.IList<string> rulesEngineMatchValue, string selector = default(string), bool? negateCondition = default(bool?), System.Collections.Generic.IList<string> transforms = default(System.Collections.Generic.IList<string>))"
"RulesEngineRule.cs","public RulesEngineRule(string name, int priority, RulesEngineAction action, IList<RulesEngineMatchCondition> matchConditions = default(IList<RulesEngineMatchCondition>), string matchProcessingBehavior = default(string))","public RulesEngineRule(string name, int priority, RulesEngineAction action, System.Collections.Generic.IList<RulesEngineMatchCondition> matchConditions = default(System.Collections.Generic.IList<RulesEngineMatchCondition>), string matchProcessingBehavior = default(string))"
"RulesEngineUpdateParameters.cs","public RulesEngineUpdateParameters(IList<RulesEngineRule> rules = default(IList<RulesEngineRule>))","public RulesEngineUpdateParameters()"
"TagsObject.cs","public TagsObject(IDictionary<string, string> tags = default(IDictionary<string, string>))","public TagsObject(System.Collections.Generic.IDictionary<string, string> tags = default(System.Collections.Generic.IDictionary<string, string>))"
"Timeseries.cs","public Timeseries(string id = default(string), string name = default(string), string type = default(string), string location = default(string), IDictionary<string, string> tags = default(IDictionary<string, string>), string endpoint = default(string), string startDateTimeUTC = default(string), string endDateTimeUTC = default(string), string aggregationInterval = default(string), string timeseriesType = default(string), string country = default(string), IList<TimeseriesDataPoint> timeseriesData = default(IList<TimeseriesDataPoint>))","public Timeseries(string id = default(string), string name = default(string), string type = default(string), string location = default(string), System.Collections.Generic.IDictionary<string, string> tags = default(System.Collections.Generic.IDictionary<string, string>), string aggregationInterval = default(string), string timeseriesType = default(string), string endpoint = default(string), string startDateTimeUtc = default(string), string endDateTimeUtc = default(string), string country = default(string), System.Collections.Generic.IList<TimeseriesDataPoint> timeseriesData = default(System.Collections.Generic.IList<TimeseriesDataPoint>))"
"WebApplicationFirewallPolicy.cs","public WebApplicationFirewallPolicy(string id = default(string), string name = default(string), string type = default(string), string location = default(string), IDictionary<string, string> tags = default(IDictionary<string, string>), PolicySettings policySettings = default(PolicySettings), CustomRuleList customRules = default(CustomRuleList), ManagedRuleSetList managedRules = default(ManagedRuleSetList), IList<FrontendEndpointLink> frontendEndpointLinks = default(IList<FrontendEndpointLink>), IList<RoutingRuleLink> routingRuleLinks = default(IList<RoutingRuleLink>), IList<SecurityPolicyLink> securityPolicyLinks = default(IList<SecurityPolicyLink>), string provisioningState = default(string), string resourceState = default(string), string etag = default(string), Sku sku = default(Sku))","public WebApplicationFirewallPolicy(string id = default(string), string name = default(string), string type = default(string), string location = default(string), System.Collections.Generic.IDictionary<string, string> tags = default(System.Collections.Generic.IDictionary<string, string>), string etag = default(string), Sku sku = default(Sku), PolicySettings policySettings = default(PolicySettings), CustomRuleList customRules = default(CustomRuleList), ManagedRuleSetList managedRules = default(ManagedRuleSetList), System.Collections.Generic.IList<FrontendEndpointLink> frontendEndpointLinks = default(System.Collections.Generic.IList<FrontendEndpointLink>), System.Collections.Generic.IList<RoutingRuleLink> routingRuleLinks = default(System.Collections.Generic.IList<RoutingRuleLink>), System.Collections.Generic.IList<SecurityPolicyLink> securityPolicyLinks = default(System.Collections.Generic.IList<SecurityPolicyLink>), string provisioningState = default(string), string resourceState = default(string))"
